Тикер;Шаг цены;Комиссия;Начало периода;Конец периода;Индекс начала периода;Индекс конца периода;Полное название стратегии;Сокращенное название стратегии;Описание стратегии
RTS.F;10;2.5;18 12 2020;17 06 2021;16;17;Обратная MonkeyN;Обратная MonkeyN;[ Обратная | MonkeyN | Тип закрытия: FixPercect | N: 100 | Stop: 100 | Уровень ранзака: 3 | % Закрытия: 100 | Фильтр вне ранзака: False | Фильтр выше-ниже: True | Динамический стоп: True ]

Направление;Тип закрытия;Индекс входа;Индекс выхода;Цена входа;Цена выхода;Причина входа;Причина выхода
B;Stop;119235547;119235679;144350;144350;;;
B;Stop;119235671;119235897;144380;144380;;;
B;Stop;119235894;119236059;144390;144290;;;
S;Stop;119236124;119236289;144310;144410;;;
S;Stop;119235967;119236295;144430;144430;;;
B;Stop;119236363;119236474;144360;144260;;;
S;Stop;119236492;119236524;144360;144460;;;
S;Stop;119236984;119237023;144630;144730;;;
B;Stop;119236886;119237242;144590;144590;;;
B;Stop;119237075;119237267;144630;144530;;;
S;Stop;119237322;119237380;144590;144690;;;
S;Stop;119237180;119237390;144720;144720;;;
B;Stop;119238625;119239034;145080;144980;;;
S;Stop;119239244;119239328;145020;145120;;;
S;Stop;119238825;119239328;145120;145120;;;
B;Stop;119239524;119239560;145170;145070;;;
S;Stop;119239589;119239826;145160;145260;;;
B;Stop;119239683;119239875;145150;145150;;;
B;Stop;119239873;119239974;145170;145070;;;
S;Stop;119240025;119240368;145120;145120;;;
S;Stop;119240212;119240382;145080;145180;;;
B;Stop;119240710;119240968;145240;145240;;;
B;Stop;119240910;119241215;145270;145270;;;
B;Stop;119241170;119241227;145330;145230;;;
S;Stop;119241295;119241534;145330;145330;;;
S;Stop;119241503;119241582;145300;145400;;;
B;Stop;119241823;119242058;145490;145390;;;
B;Stop;119242212;119242386;145370;145270;;;
B;Stop;119242654;119242817;145280;145180;;;
S;Stop;119242933;119243284;145250;145250;;;
S;Stop;119242501;119243367;145350;145350;;;
B;Stop;119243030;119243529;145210;145210;;;
B;Stop;119243517;119243567;145250;145150;;;
B;Stop;119240496;119243636;145120;145120;;;
S;Stop;119243680;119243944;145220;145220;;;
S;Stop;119243833;119244007;145150;145250;;;
S;Stop;119243283;119244051;145260;145260;;;
B;Stop;119244175;119244294;145240;145140;;;
B;SoftwareClose;119238217;119244295;144860;145130;Фиксированная 6;;
B;SoftwareClose;119237642;119244295;144710;145130;Фиксированная 5;;
B;SoftwareClose;119237471;119244295;144670;145130;Фиксированная 4;;
B;SoftwareClose;119235113;119244295;144190;145130;Фиксированная 3;;
B;SoftwareClose;119234127;119244295;143900;145130;Фиксированная 2;;
B;SoftwareClose;119233895;119244295;143830;145130;Фиксированная 1;;
S;Stop;119244398;119244489;145160;145260;;;
B;Stop;119244554;119244766;145190;145190;;;
B;Stop;119244749;119244830;145200;145100;;;
S;Stop;119245622;119245877;144980;144980;;;
S;Stop;119245871;119245923;144960;145060;;;
S;Stop;119245179;119245923;145060;145060;;;
B;Stop;119245757;119246097;144930;144930;;;
B;Stop;119246059;119246406;144970;144970;;;
B;Stop;119246404;119246663;144960;144860;;;
S;Stop;119246793;119246858;144910;145010;;;
S;Stop;119246137;119246858;145010;145010;;;
S;SoftwareClose;119244987;119246953;145150;145100;Фиксированная 3;;
S;SoftwareClose;119244618;119246953;145250;145100;Фиксированная 2;;
S;SoftwareClose;119242130;119246953;145440;145100;Фиксированная 1;;
B;Stop;119247388;119247555;145150;145150;;;
B;Stop;119247157;119247865;145100;145100;;;
B;Stop;119247523;119247880;145190;145090;;;
S;Stop;119247999;119248069;145110;145210;;;
B;SoftwareClose;119248090;119248218;145120;145180;Фиксированная 1;;
S;Stop;119248216;119248292;145180;145180;;;
S;Stop;119248124;119248294;145200;145200;;;
B;Stop;119248328;119248418;145120;145020;;;
S;Stop;119248648;119248966;145000;145100;;;
S;Stop;119248290;119249061;145170;145170;;;
B;Stop;119249668;119250002;145380;145380;;;
B;Stop;119249953;119250390;145460;145460;;;
B;Stop;119251268;119251578;145810;145710;;;
B;Stop;119250389;119252293;145470;145470;;;
B;SoftwareClose;119249244;119253193;145190;145430;Фиксированная 1;;
S;Stop;119253529;119253602;145300;145400;;;
S;Stop;119253723;119254407;145390;145500;;;
S;Stop;119253180;119254407;145440;145500;;;
S;Stop;119252997;119254407;145460;145500;;;
S;Stop;119252852;119254408;145510;145510;;;
S;Stop;119252431;119254435;145550;145550;;;
S;Stop;119254587;119254898;145520;145520;;;
S;Stop;119254738;119254900;145440;145540;;;
S;Stop;119251946;119255032;145700;145700;;;
S;Stop;119255276;119255564;145700;145700;;;
B;Stop;119255136;119255868;145640;145540;;;
S;Stop;119255561;119255982;145670;145670;;;
S;Stop;119255922;119256102;145630;145730;;;
S;Stop;119251660;119256255;145790;145790;;;
B;Stop;119256232;119256296;145680;145680;;;
B;SoftwareClose;119256284;119256355;145730;145730;Фиксированная 3;;
B;SoftwareClose;119256057;119256355;145610;145730;Фиксированная 2;;
B;SoftwareClose;119253654;119256355;145330;145730;Фиксированная 1;;
S;Stop;119256539;119256660;145630;145630;;;
B;Stop;119256741;119256958;145540;145440;;;
S;Stop;119256601;119256998;145580;145580;;;
S;Stop;119256995;119257078;145550;145650;;;
S;Stop;119256354;119257293;145740;145740;;;
B;Stop;119257245;119257370;145630;145530;;;
S;Stop;119257588;119257901;145470;145470;;;
S;Stop;119258441;119258549;145260;145360;;;
S;Stop;119257732;119258622;145380;145380;;;
B;Stop;119258665;119259234;145280;145180;;;
S;Stop;119259670;119259843;145140;145140;;;
S;Stop;119259836;119259882;145120;145220;;;
S;SoftwareClose;119258978;119260019;145290;145170;Фиксированная 1;;
B;Stop;119260221;119260456;145270;145170;;;
B;Stop;119260018;119260463;145160;145160;;;
B;Stop;119260657;119260849;145200;145100;;;
S;Stop;119260979;119261316;145140;145140;;;
S;Stop;119261237;119261691;145050;145050;;;
S;Stop;119261689;119261827;145030;145130;;;
S;Stop;119260557;119261958;145230;145230;;;
B;Stop;119262372;119262501;145240;145240;;;
B;Stop;119262074;119262513;145200;145200;;;
B;Stop;119262487;119262851;145250;145150;;;
S;Stop;119263006;119263161;145180;145180;;;
B;Stop;119263285;119263355;145120;145020;;;
S;Stop;119263107;119263407;145150;145150;;;
S;Stop;119263399;119263422;145080;145180;;;
B;Stop;119263542;119263576;145150;145050;;;
S;Stop;119263625;119263640;145110;145210;;;
B;Stop;119263667;119263751;145120;145020;;;
B;Stop;119264404;119264522;144850;144750;;;
S;Stop;119264680;119264750;144780;144880;;;
S;Stop;119264282;119265028;144920;144920;;;
B;Stop;119264787;119265126;144810;144810;;;
B;Stop;119265094;119265184;144830;144730;;;
S;Stop;119265247;119265356;144840;144840;;;
S;Stop;119264888;119265368;144850;144850;;;
B;Stop;119265303;119265502;144740;144740;;;
B;Stop;119265462;119265569;144790;144690;;;
S;Stop;119265773;119265833;144710;144810;;;
S;Stop;119265348;119265833;144810;144810;;;
B;Stop;119265882;119266026;144740;144640;;;
S;Stop;119266305;119266615;144670;144770;;;
B;Stop;119266952;119267423;144820;144820;;;
B;Stop;119267281;119267500;144870;144770;;;
S;Stop;119267708;119267776;144780;144780;;;
B;Stop;119267840;119267914;144700;144600;;;
S;Stop;119268059;119268122;144620;144720;;;
B;Stop;119268222;119268298;144630;144630;;;
B;Stop;119268284;119268319;144650;144550;;;
S;Stop;119268445;119268574;144630;144730;;;
S;Stop;119267773;119268989;144770;144770;;;
B;Stop;119268657;119269052;144660;144660;;;
S;Stop;119268888;119269112;144710;144710;;;
S;Stop;119269111;119269247;144700;144800;;;
B;Stop;119269030;119269358;144680;144680;;;
B;Stop;119269342;119269565;144710;144610;;;
S;Stop;119269602;119269705;144710;144710;;;
S;Stop;119269434;119269714;144730;144730;;;
B;Stop;119269750;119269962;144650;144550;;;
S;Stop;119270110;119270233;144590;144690;;;
S;Stop;119269699;119270233;144690;144690;;;
B;Stop;119270306;119270384;144600;144600;;;
B;Stop;119270379;119270585;144630;144630;;;
S;Stop;119270435;119270705;144690;144690;;;
S;Stop;119270661;119270872;144670;144770;;;
S;SoftwareClose;119262543;119270930;145300;144780;Фиксированная 1;;
B;Stop;119271158;119271362;144770;144670;;;
B;Stop;119270555;119271372;144640;144640;;;
S;Stop;119271449;119271711;144740;144740;;;
S;Stop;119271666;119271747;144670;144770;;;
S;Stop;119272471;119272560;145010;145110;;;
B;Stop;119272774;119272910;145040;144940;;;
B;Stop;119272234;119272911;144930;144930;;;
B;Stop;119273472;119273539;144890;144790;;;
S;Stop;119273216;119273716;144900;144900;;;
S;Stop;119273643;119273786;144820;144920;;;
B;Stop;119273829;119273918;144820;144720;;;
S;Stop;119274870;119275004;144330;144330;;;
S;Stop;119275002;119275361;144310;144310;;;
S;Stop;119275230;119275434;144260;144360;;;
B;Stop;119276887;119277087;144570;144570;;;
B;Stop;119276670;119277136;144510;144510;;;
B;Stop;119276155;119277150;144490;144490;;;
B;Stop;119277073;119277165;144580;144480;;;
S;SoftwareClose;119277460;119278321;144540;144180;Фиксированная 2;;
S;SoftwareClose;119277255;119278321;144560;144180;Фиксированная 1;;
S;Stop;119278894;119278975;144310;144410;;;
B;Stop;119279551;119279591;144610;144510;;;
S;Stop;119279656;119279847;144600;144640;;;
B;SoftwareClose;119279736;119279847;144560;144640;Фиксированная 3;;
B;SoftwareClose;119279270;119279847;144410;144640;Фиксированная 2;;
B;SoftwareClose;119279040;119279847;144350;144640;Фиксированная 1;;
S;Stop;119280013;119280110;144550;144650;;;
S;Stop;119279846;119280110;144650;144650;;;
S;Stop;119280173;119280304;144640;144740;;;
B;Stop;119280443;119280726;144710;144610;;;
B;Stop;119280158;119280884;144550;144550;;;
S;Stop;119281141;119281216;144420;144520;;;
S;Stop;119282263;119282373;144670;144770;;;
B;Stop;119282547;119282630;144780;144680;;;
S;Stop;119282655;119282710;144780;144880;;;
B;Stop;119282834;119283076;144790;144690;;;
B;SoftwareClose;119281834;119283077;144650;144680;Фиксированная 2;;
B;SoftwareClose;119281288;119283077;144430;144680;Фиксированная 1;;
S;Stop;119283128;119283339;144730;144830;;;
B;Stop;119283395;119283525;144740;144640;;;
B;Stop;119283692;119283837;144710;144610;;;
B;SoftwareClose;119284162;119284218;144450;144500;Фиксированная 1;;
B;Stop;119284290;119284458;144420;144320;;;
B;Stop;119284771;119284849;144260;144160;;;
S;Stop;119285059;119285324;144120;144120;;;
S;Stop;119285323;119285741;144110;144210;;;
S;Stop;119284640;119285758;144290;144290;;;
B;Stop;119285795;119286034;144190;144190;;;
B;Stop;119285941;119286044;144230;144130;;;
B;Stop;119286389;119287158;144150;143900;;;
B;Stop;119285246;119287158;144100;143900;;;
B;Stop;119287161;119287358;143890;143890;;;
B;Stop;119287316;119287380;143950;143850;;;
S;Stop;119287566;119287992;143760;143760;;;
B;Stop;119288097;119288128;143670;143570;;;
S;Stop;119287842;119288371;143690;143690;;;
B;Stop;119288422;119288519;143600;143500;;;
S;Stop;119288892;119289120;143320;143320;;;
B;Stop;119289327;119289353;143290;143190;;;
S;Stop;119289570;119289710;143200;143200;;;
S;Stop;119289698;119289745;143160;143260;;;
S;Stop;119289095;119289779;143310;143310;;;
B;Stop;119289827;119290456;143240;143240;;;
B;Stop;119290171;119290474;143300;143200;;;
S;Stop;119290838;119291291;143020;143020;;;
S;Stop;119291165;119291418;142940;143040;;;
B;Stop;119291507;119291533;142940;142840;;;
S;Stop;119291670;119291764;142820;142920;;;
S;Stop;119292205;119292345;143000;143100;;;
B;Stop;119292049;119292460;142980;142980;;;
B;Stop;119292437;119292483;143040;142940;;;
S;Stop;119292520;119292631;143040;143140;;;
S;Stop;119292931;119293315;143220;143320;;;
B;Stop;119293558;119293873;143440;143440;;;
B;Stop;119293817;119293914;143500;143400;;;
S;SoftwareClose;119294074;119294152;143440;143400;Фиксированная 5;;
S;SoftwareClose;119288249;119294152;143630;143400;Фиксированная 4;;
S;SoftwareClose;119286156;119294152;144230;143400;Фиксированная 3;;
S;SoftwareClose;119284049;119294152;144500;143400;Фиксированная 2;;
S;SoftwareClose;119283615;119294152;144730;143400;Фиксированная 1;;
B;Stop;119294215;119294448;143480;143380;;;
B;Stop;119292881;119294756;143160;143160;;;
S;Stop;119294802;119294837;143260;143360;;;
B;Stop;119294866;119294953;143260;143160;;;
S;Stop;119295024;119295142;143240;143340;;;
B;Stop;119295181;119295209;143250;143150;;;
S;Stop;119295246;119295258;143240;143340;;;
S;SoftwareClose;119294309;119295571;143500;143310;Фиксированная 1;;
B;Stop;119295524;119295783;143350;143350;;;
B;SoftwareClose;119295716;119296776;143400;143110;Фиксированная 3;;
B;SoftwareClose;119295294;119296776;143280;143110;Фиксированная 2;;
B;SoftwareClose;119291724;119296776;142770;143110;Фиксированная 1;;
S;Stop;119297634;119297752;142970;143070;;;
B;Stop;119297778;119297939;143010;142910;;;
B;Stop;119298072;119298107;142920;142820;;;
S;Stop;119298435;119298866;142730;142730;;;
S;Stop;119298786;119298902;142660;142760;;;
B;Stop;119298967;119299177;142690;142590;;;
S;Stop;119299394;119299515;142510;142510;;;
S;Stop;119299510;119299675;142490;142590;;;
S;Stop;119300086;119300157;142650;142750;;;
B;Stop;119300214;119300616;142650;142650;;;
B;Stop;119300498;119300877;142690;142690;;;
B;Stop;119300735;119301071;142730;142730;;;
B;Stop;119301069;119301114;142750;142650;;;
B;Stop;119301227;119301349;142730;142630;;;
B;Stop;119300052;119301363;142590;142590;;;
S;Stop;119301168;119301473;142750;142750;;;
S;Stop;119301414;119301530;142690;142790;;;
S;SoftwareClose;119298022;119301531;143000;142780;Фиксированная 1;;
B;Stop;119301749;119301875;142800;142700;;;
S;Stop;119302030;119302284;142750;142850;;;
B;Stop;119302636;119302854;142940;142940;;;
B;Stop;119302776;119302878;143030;142930;;;
B;Stop;119303161;119303221;142940;142840;;;
B;SoftwareClose;119302184;119303222;142730;142850;Фиксированная 2;;
B;SoftwareClose;119299718;119303222;142490;142850;Фиксированная 1;;
S;Stop;119303540;119303628;142820;142920;;;
S;Stop;119303029;119303649;142950;142950;;;
B;Stop;119303808;119303910;142980;142880;;;
S;Stop;119304836;119305251;142540;142540;;;
S;Stop;119305219;119305391;142530;142630;;;
S;Stop;119304537;119305392;142640;142640;;;
B;Stop;119305048;119305627;142500;142500;;;
B;Stop;119305467;119305657;142570;142470;;;
S;Stop;119305902;119306293;142400;142500;;;
B;Stop;119306553;119306592;142500;142400;;;
B;Stop;119306091;119306605;142390;142390;;;
B;Stop;119306764;119306915;142420;142320;;;
S;Stop;119307957;119308337;142120;142120;;;
S;Stop;119308330;119308723;142100;142130;;;
S;Stop;119307569;119308956;142210;142210;;;
S;Stop;119308722;119308959;142140;142240;;;
B;Stop;119308666;119309057;142090;142090;;;
B;Stop;119309041;119309069;142160;142060;;;
S;Stop;119309127;119309330;142130;142230;;;
B;Stop;119309416;119309504;142130;142030;;;
S;Stop;119309817;119309941;141870;141970;;;
B;Stop;119310101;119310185;141910;141810;;;
S;Stop;119310276;119310319;141870;141970;;;
B;Stop;119310800;119311014;142120;142120;;;
B;Stop;119311001;119311203;142150;142050;;;
S;Stop;119311293;119311359;142040;142140;;;
S;SoftwareClose;119310854;119311360;142160;142150;Фиксированная 4;;
S;SoftwareClose;119307152;119311360;142340;142150;Фиксированная 3;;
S;SoftwareClose;119306636;119311360;142480;142150;Фиксированная 2;;
S;SoftwareClose;119303995;119311360;142920;142150;Фиксированная 1;;
B;Stop;119311538;119311633;142150;142050;;;
S;Stop;119311753;119311940;142080;142080;;;
S;Stop;119311859;119311975;142050;142150;;;
B;Stop;119312007;119312181;142050;141950;;;
S;Stop;119312256;119312347;142020;142120;;;
S;Stop;119312036;119312347;142120;142120;;;
S;SoftwareClose;119311581;119312504;142170;142040;Фиксированная 1;;
B;Stop;119312446;119312638;142040;142040;;;
B;Stop;119312636;119312792;142060;142060;;;
B;Stop;119312791;119312816;142070;141970;;;
S;Stop;119312945;119313206;141970;141970;;;
S;SoftwareClose;119313205;119313372;141960;141860;Фиксированная 1;;
S;Stop;119313416;119313598;141950;142050;;;
B;Stop;119313084;119313670;141930;141930;;;
B;Stop;119313653;119313697;141950;141850;;;
S;SoftwareClose;119313881;119314114;141770;141670;Фиксированная 1;;
S;Stop;119314160;119314466;141760;141860;;;
B;Stop;119314678;119314785;141870;141870;;;
B;Stop;119314784;119314945;141880;141780;;;
B;Stop;119314093;119314984;141750;141750;;;
S;Stop;119314844;119315166;141930;141930;;;
S;Stop;119315063;119315168;141850;141950;;;
B;Stop;119315543;119315871;142030;142030;;;
B;Stop;119315718;119315932;142090;141990;;;
S;Stop;119316216;119316287;141960;141960;;;
B;Stop;119316321;119316497;141870;141770;;;
S;Stop;119317379;119317492;141530;141630;;;
S;Stop;119317096;119317492;141630;141630;;;
B;Stop;119317666;119317822;141610;141610;;;
B;Stop;119317820;119318063;141630;141630;;;
B;Stop;119317986;119318085;141670;141570;;;
B;Stop;119318417;119318440;141540;141440;;;
S;Stop;119318522;119318815;141480;141480;;;
S;Stop;119319436;119319821;141250;141350;;;
B;Stop;119319910;119320030;141280;141280;;;
B;Stop;119320027;119320098;141290;141190;;;
B;Stop;119319629;119320136;141170;141170;;;
S;Stop;119320266;119320406;141230;141230;;;
B;Stop;119320539;119320632;141170;141070;;;
S;Stop;119321170;119321246;140920;141020;;;
B;Stop;119321498;119321526;141030;140930;;;
S;Stop;119323276;119323345;140370;140470;;;
S;Stop;119323472;119323655;140440;140540;;;
S;Stop;119322212;119324031;140780;140780;;;
B;Stop;119324073;119324369;140700;140600;;;
S;Stop;119324415;119324612;140700;140800;;;
B;Stop;119324752;119324805;140760;140660;;;
S;Stop;119325032;119325210;140640;140740;;;
B;Stop;119325271;119325349;140760;140660;;;
S;Stop;119325417;119325456;140730;140830;;;
S;SoftwareClose;119321595;119325517;141020;140940;Фиксированная 6;;
S;SoftwareClose;119320391;119325517;141210;140940;Фиксированная 5;;
S;SoftwareClose;119318750;119325517;141440;140940;Фиксированная 4;;
S;SoftwareClose;119318301;119325517;141550;140940;Фиксированная 3;;
S;SoftwareClose;119316282;119325517;141930;140940;Фиксированная 2;;
S;SoftwareClose;119315993;119325517;142060;140940;Фиксированная 1;;
B;Stop;119325832;119326032;141170;141070;;;
S;Stop;119326147;119326370;141120;141220;;;
B;Stop;119327083;119327447;141380;141280;;;
B;Stop;119326449;119327553;141150;141150;;;
B;Stop;119328137;119328234;141190;141090;;;
B;Stop;119326259;119328235;141080;141080;;;
S;Stop;119327990;119328416;141210;141210;;;
